Address,City,FILE,PM ID,Property ID,Property Name,Property Type,State,Zip
LAT 36.25525N/LONG 108.5033W,MESA VERDE NAT PK,RPMD,,14000564,CLIMATE REFERENCE NETWORK (CRN),Land,CO,81330
LAT 38D 32.627N/LONG 107D 41.575w,MONTROSE,RPMD,,14000455,CLIMATE REFERENCE NETWORK (CRN),Land,CO,81401
Mesa County - Somerville Ranch,GRAND JUNCTION,RPMD,,COC07401,NEXRAD Land Grand Junction CO,Land,CO,81501
2844 Aviators Way,GRAND JUNCTION,RPMD,,COC00604,"Land UAIB, CO, Grand Junction",Land,CO,81506
2828 H Road,GRAND JUNCTION,RPMD,,COC00605,"Land WFO, CO, Grand Junction",Land,CO,81506
Walker Field,GRAND JUNCTION,RPMD,,COC06601,ASOS Site License,Land,CO,81506
Grand Mesa National Forest,GRAND JUNCTION,RPMD,,COC07501,NWS Snowcat Storage Grand Junction CO Site,Land,CO,81506
2827 Patterson Road,GRAND JUNCTION,RPMD,,COM11401,OAR FSL GSOS Grand Junction CO Site,Land,CO,81506
LAT 40.2445N/LONG 108.96772W,DINOSAUR,RPMD,,14000480,CLIMATE REFERENCE NETWORK (CRN),Land,CO,81610
Craig-moffat Airport,CRAIG,RPMD,,COC05401,ASOS Site License,Land,CO,81626
Sta Mp 293 + 2030 Ft.,REDCLIFF,RPMD,,COW04901,NWS Gauge Redcliff CO Site,Land,CO,81649
Cheyenne Airport  Pobox,CHEYENNE,RPMD,,WYC01701,ASOS Cheyenne WY,Land,WY,82003
225 N Pilot Hill Road,LARAMIE,RPMD,,WYC00801,NWR Cheyenne (Pole Mtn) WY WXM37,Structure,WY,82070
Elk Plaza Tower,YELLOWSTONE PARK,RPMD,,14000547,NWR Yellowstone Park Elk Plaza WY WNG686,Structure,WY,82190
Grants Village  44/22/52 N Lat,YELLOWSTONE PARK,RPMD,,14000565,NWR Yelllowstone Park WY 9576/19,Structure,WY,82190
Yellowstone Lake,YELLOWSTONE NATIONAL PA,RPMD,,WYC03101,ASOS Yellowstone Lake WY,Land,WY,82190
Near I-25 Exit 100/sr 319 (089251 / Wendover Wy),WHEATLAND,RPMD,,14000285,NWR Wheatland WY WNG571 9564/18,Structure,WY,82201
Near I-25 Exit 100/sr 319 (089251 / Wendover Wy),WHEATLAND,RPMD,,14000286,NWR Wheatland WY VHF link 9564/18,Structure,WY,82201
Torrington Municipal Airport,TORRINGTON,RPMD,,WYC02001,ASOS Torrington WY,Land,WY,82240
387 Chokecherry Knob Road,SARATOGA,RPMD,,WYC03701,NWR Rawlins WY KXI37 9564/17,Structure,WY,82331
Worland Municipal Airport,WORLAND,RPMD,,WYC02601,ASOS Worland WY,Land,WY,82401
44.195556 -107.511944,BASIN,RPMD,,14000290,NWR Basin  WY Transmitter 9576/21,Structure,WY,82410
South Big Horn County A,BASIN,RPMD,,WYC02201,ASOS Basin WY,Land,WY,82410
Hwy 14/16/20,POWELL,RPMD,,14000282,NWR Powell WY Transmitter 9576/17,Structure,WY,82435
Riverton Municipal Airport,RIVERTON,RPMD,,WYC01501,NEXRAD WFO Riverton WY,Land,WY,82501
Riverton Regional Airport,RIVERTON,RPMD,,WYC02501,ASOS Riverton WY,Land,WY,82501
"South Pass City, Lot 19, Sec 3",LANDER,RPMD,,14000036,NWS Right-of-Way Land,Land,WY,82520
"Section 19, Township 33, Range 99 W",LANDER,RPMD,,14000384,NWR Lander WY WXM61 9576/11,Land,WY,82520
Hunt Field,LANDER,RPMD,,WYC02801,ASOS Lander WY,Land,WY,82520
LAT 42D 40.573N/LONG 108D 40.168W,LANDER,RPMD,,14000470,CLIMATE REFERENCE NETWORK (CRN),Land,WY,82529
"42.733889, -106.333889",CASPER,RPMD,,WYC01201,NWR Casper WY WXM47 9576/14,Structure,WY,82601
Natrona County Intl Air,CASPER,RPMD,,WYC02401,ASOS Casper WY,Land,WY,82604
Converse County Airport,DOUGLAS,RPMD,,WYC01801,ASOS Douglas WY,Land,WY,82633
58 Mayoworth Road,KAYCEE,RPMD,,14000383,NWR Kaycee Johnson WNG662 9576/22,Structure,WY,82639
43.43722 -107.997222,SHOSHONI,RPMD,,14000283,NWR Shoshoni (Copper Mtn) WY WNG573,Structure,WY,82649
43.41135 -108.054525,SHOSHONI,RPMD,,14000284,NWR Access Road Shoshoni Copper Mtn WY,Structure,WY,82649
227 Kenwood Drive,NEWCASTLE,RPMD,,14000334,NWR Newcastle  WY WNG661 9662/19,Structure,WY,82701
Gillette-campbell Count,GILLETTE,RPMD,,WYC03201,ASOS Gillette WY,Land,WY,82716
Sec 8 T49N R72W,GILLETTE,RPMD,,14000388,NWR Gillette Campbell Cty WY WNG660,Structure,WY,82718
Lat. 44D 31.016N/Long 104D 26.147 W,SUNDANCE,RPMD,,14000961,CRN Sundance WY,Land,WY,82729
Johnson County Airport,BUFFALO,RPMD,,WYC02101,ASOS Buffalo WY,Land,WY,82834
1507 Tower Road,ROCK SPRINGS,RPMD,,WYC03601,NWR Rock Springs WY KXI34 9576/12,Structure,WY,82901
Rock Springs Sweetwater Co,ROCK SPRINGS,RPMD,,WYC03401,ASOS Rock Springs WY Site,Land,WY,82902
"Evanston-Uinta County, Burns Field",EVANSTON,RPMD,,WYC01901,NWS ASOS Evanston WY Site,Land,WY,82930
1800 Mt Airy Trail,PINEDALE,RPMD,,14000488,NWR Pinedale  Sublette WY WNG679 9576/23,Structure,WY,82941
Radio Point Snow King Mountain,JACKSON,RPMD,,14000159,NWR Jackson Snow King Mtn WY KWN39 9576/15,Structure,WY,83001
100 E Snow King Avenue,JACKSON,RPMD,,14001677,NWR Jackson Snow King Mtn WY KWN39,Structure,WY,83001
LAT 43D 39.691N/LONG 110D 42.708W,MOOSE,RPMD,,14000412,CLIMATE REFERENCE NETWORK (CRN),Land,WY,83012
101 Quealy Peak,KEMMERER,RPMD,,14000794,NWR Kemmerer WY KJY75 9576/27,Structure,WY,83101
42.848611 -110.968056,AFTON,RPMD,,14000287,NWR Afton WY Star Valley WNG569,Structure,WY,83110
10399 W Nield Avenue,AFTON,RPMD,,14000288,NWR  Afton WY 9576/16,Structure,WY,83110
42.850556 -110.98,AFTON,RPMD,,14000289,NWR Afton WY Access Road,Structure,WY,83110
Big Piney-Marbleton Airport,BIG PINEY,RPMD,,WYC01401,ASOS Big Piney WY,Land,WY,83113
Near Topaz  Idaho,POCATELLO (TOPAZ),RPMD,,IDW02601,NWS GOES Right of Way Pocatello ID Site,Land,ID,83202
Pocatello Regional Airport,POCATELLO,RPMD,,IDW05101,NWS ASOS Regional Airport Pocatello ID Site,Land,ID,83204
Pocatello Municipal Airport,POCATELLO,RPMD,,IDW04301,WFO Pocatello ID Site,Land,ID,83205
"LAT 43D 27.67N/LONG 113D 33.318W, ELE 5947",ARCO,RPMD,,14000215,CRN Arco ID,Land,ID,83213
7th Ave West & 2 West Street,ATOMIC CITY,RPMD,,IDM03101,OAR ARL MOS Atomic City ID,Land,ID,83215
Challis Municipal Airpo,CHALLIS (U15),RPMD,,IDW05901,NWS ACU Bldg Challis ID,Structure,ID,83226
Challis Municipal Airpo,CHALLIS (U15),RPMD,,IDW05902,NWS Censor Group Challis ID Site,Land,ID,83226
Sedgwick Peak Communications Site,DOWNEY,RPMD,,14001504,NWR Soda Springs ID KZZ72,Structure,ID,83234
Springfield,SPRINGFIELD,RPMD,,IDW04201,NWS RDA Pocatello ID Site,Land,ID,83277
130 Valley Creek Road,STANLEY,RPMD,,14000502,NMFS PIT Stanley ID,Land,ID,83278
Stanley Ranger Station,STANLEY (2U7),RPMD,,IDW06301,NWS ASOS Ranger Station Stanley ID Site,Land,ID,83278
Twin Falls-Sun Valley Regional Airport,TWIN FALLS (TWF),RPMD,,IDW04501,NWS ASOS Sun Valley Regional Airport Twin Falls ID,Land,ID,83301
Burley Municipal Airport,BURLEY (BXI),RPMD,,IDW04901,NWS ASOS Municipal Airport Burley ID Site,Land,ID,83318
East Twin Butte Communications Site,CASTLEFORD,RPMD,,14001503,NWR Pocatello (Arco) ID WXL33,Structure,ID,83321
Cotteral Communication Site,BURLEY,RPMD,,14001499,NWR Burley-Malta ID WNG605,Structure,ID,83323
Bald Mountain Communications Site,HAILEY,RPMD,,14001505,NWR Sun Valley ID WZ2520,Structure,ID,83333
Flat Top Communicatoins Site,JEROME,RPMD,,14001506,NWR Jerome (Twin Falls) ID WXL35,Structure,ID,83338
Flat Top Butte,JEROME (FLAT TOP BUTTE),RPMD,,IDW01901,NWR Jermone ID WXL35,Structure,ID,83338
Jerome County Airport,JEROME (U73),RPMD,,IDW04001,NWS ASOS County Airport Jerome ID Site,Land,ID,83338
1750 FOOTE DR,IDAHO FALLS,RPMD,,ID4403ZZ,1750 & 1754 Foote Drive,Building,ID,83402
Fanning Field,IDAHO FALLS,RPMD,,IDW04801,NWS ASOS Fanning Field Idaho Falls ID Site,Land,ID,83402
43.756254 -113.100409,IDAHO FALLS,RPMD,,14000382,OAR ARL Tower Idaho Falls (Jump off Peak) ID,Structure,ID,83404
Relay Ridge Communications Site,DRIGGS,RPMD,,14001500,NWR Driggs ID KJY57,Structure,ID,83422
Rexburg-Madison County,REXBURG (U11),RPMD,,IDW04101,NWS ASOS Madison County Airport Rexburg ID Site,Land,ID,83440
State Highway 33,TERRETON,RPMD,,14000643,OAR ARL Surveillance Site Terreton ID,Structure,ID,83450
Lewiston-Nez Perce County,LEWISTON (LWS),RPMD,,IDW04701,NWS ASOS Nez Perce County Airport Lewiston ID Site,Land,ID,83501
Winchester grade Communications Site,CULDESAC,RPMD,,14001501,NWR Culdesac (Lewiston) ID WXK98,Structure,ID,83524
"46.1442, -115.5964",LOWELL (KOOSKIA) (P69),RPMD,,IDW06101,NWS ASOS Lowell (Kooskia) ID Site,Land,ID,83539
1042 Norton Knob Lane,OROFINO,RPMD,,14001196,NWR Orofino ID WZ2535,Structure,ID,83544
P.O. Box 609,GLENNS FERRY,RPMD,,78,ID Glenns Ferry 1 SW Glenns Ferry ID,Land,ID,83623
Mccall Municipal Airpor,LAKE FORK,RPMD,,IDW06001,NWS ASOS Mccall Municipal Airport Lake Fork ID,Land,ID,83635
Brundage Mountain,MCCALL,RPMD,,14001502,NWR McCall ID WWF58,Structure,ID,83638
LAT 43D 12.306N/LONG 116D 44.94W,MURPHY,RPMD,,14000336,CRN Murphy ID,Land,ID,83650
"43.948333, -116.928611",PAYETTE,RPMD,,14001572,NWR Payette (Syrne Hill) ID WXK88,Structure,ID,83661
Boise Air Terminal,BOISE (BOI),RPMD,,IDW05001,NWS ASOS Air Terminal Boise ID Site,Land,ID,83705
Wild Horse Corral,BOISE,RPMD,,IDW05601,NWS RDA ROW Boise ID Site,Land,ID,83705
3905 Vista Avenue,BOISE,RPMD,,IDW06401,WFO Boise ID,Building,ID,83705
Doe Point Communications Site,BOISE,RPMD,,14001498,NWR Boise ID WXK68,Structure,ID,83706
720 E PARK BLVD,BOISE,RPMD,,ID4270ZZ,WASHINGTON GROUP PLAZA,Building,ID,83712
"40.854639, -111.48100",COALVILLE,RPMD,,14001521,NWR Coalville (Lewis Peak) UT KJY60,Structure,UT,84017
41.882167 N / -111.270333W,LAKETOWN,RPMD,,14001510,NWR Laketown UT Tower WXL63,Structure,UT,84038
Ogden Hinckley Airport,ROY,RPMD,,UTW02501,NWS ASOS Roy UT Site,Land,UT,84067
"40.413678, -109.592867",VERNAL,RPMD,,14001526,NWR Vernal (Asphalt Ridge) UT WXM23,Structure,UT,84078
125 S STATE ST,SALT LAKE CITY,RPMD,,UT0032ZZ,WALLACE F BENNETT FB,Building,UT,84111
245N JIMMY DOOLITTLE RD,SALT LAKE CITY,RPMD,,UT1374ZZ,WALKER BLDG,Building,UT,84116
Salt Lake City International Airport,SALT LAKE CITY,RPMD,,UTW02601,NWS ASOS Salt Lake City UT Site,Land,UT,84116
Bacchus Peak,SALT LAKE CITY (BACCHUS,RPMD,,UTW00501,NWR Salt Lake City (Bacchus Peak) UT KEC78,Structure,UT,84117
Logan - Cache Airport,SMITHFIELD,RPMD,,UTW02201,NWS ASOS Smithfield UT Site,Land,UT,84335
Promontory Point,TREMONTON (PROMONTORY),RPMD,,UTW01301,NWS Prom Rd License (cache) Tremonton UT Site,Land,UT,84337
Promontory Point,TREMONTON (PROMONTORY),RPMD,,UTW01302,NWS Prom Rd Lic (chournos) Tremonton UT Site,Land,UT,84337
Promontory Point,TREMONTON (PROMONTORY),RPMD,,UTW01303,NWS Prom Radar Tremonton UT Site (BLM),Land,UT,84337
Dike Access Road,TREMONTON (PROMONTORY),RPMD,,UTW01304,NWS Promontory Road Access (GSL) Tremonton UT Site,Land,UT,84337
Promontory Point,TREMONTON (PROMONTORY),RPMD,,UTW01305,NWS Prom Rd License (young) Tremonton UT Site,Land,UT,84337
"41.713611, -111.717778",LOGAN,RPMD,,14001517,NWR Logan Peak UT WXM22,Structure,UT,84341
Carbon County Airport,PRICE (PUC),RPMD,,UTW02001,NWS ASOS Price (PUC) UT Site,Land,UT,84501
"39.209417, -111.142222",CASTLE DALE,RPMD,,14001509,NWR Castle Dale UT Tower WNG669,Structure,UT,84513
500 E Bald Mesa Drive,MOAB,RPMD,,14000299,NWR Moab UT Transmitter #9476/16,Structure,UT,84532
Canyonlands Field,MOAB,RPMD,,UTC01301,ASOS Site License,Land,UT,84532
Barton Peak,MANTI,RPMD,,14001495,NWR Manti (Barton Peak) UT WNG594,Structure,UT,84642
"SW1/4SE1/4SE/4 Sec 18, T 29 S, R 6 W, SLM",BEAVER,RPMD,,14001669,NWS Rain Monitoring Station Beaver UT,Land,UT,84713
"38.521556, -113.28875",CEDAR CITY,RPMD,,14001518,NWR Cedar City (Frisco Peak) UT WXM24,Structure,UT,84720
Cedar City Regional Airport,CEDAR CITY (CDC),RPMD,,UTW02901,NWS ASOS Cedar City (CDC) UT Site,Land,UT,84720
Blowhard Mt,CEDAR CITY,RPMD,,14001427,NWS Road Access Road,Land,UT,84721
Blowhard Mountain,CEDAR CITY (BLOWHARD MT,RPMD,,UTW01901,NWS RDA Cedar City (Blowhard Mtn) UT Site,Land,UT,84721
"37.760639, -111.879861",ESCALANTE,RPMD,,14001519,NWR Escalante (Barney Top) UT KJY61,Structure,UT,84726
Milford Municipal Airport,MILFORD (MLF),RPMD,,UTW02101,NWS ASOS Milford (MLF) UT Site,Land,UT,84751
Bryce Canyon Airport,PANGUITCH,RPMD,,UTW02301,NWS ASOS Panguitch UT Site,Land,UT,84759
"37.155611, -113.880083",St George,RPMD,,14001520,NWR St George (Utah Hill) UT WWF51,Structure,UT,84770
"LAT 38D 18'19""N/LONG 111D 17'27""W",TORREY,RPMD,,14000780,CLIMATE REFERENCE NETWORK (CRN),Land,UT,84775
Phoenix Sky Harbor International Airport,PHOENIX (PHX),RPMD,,AZW04101,NWS ASOS Phoenix (Phx) AZ Site,Land,AZ,85034
South Mountain,PHOENIX,RPMD,,AZW00701,NWR Mt Suppuoa Pheonix AZ KEC94,Structure,AZ,85044
"Parchel H, Former Williams Air Force Base",MESA,RPMD,,14000990,NWS RDA Mesa (Phoenix) AZ Site,Land,AZ,85206
1521 N. PROJECT DRIVE,TEMPE,RPMD,,AZ7810ZZ,Salt River Project,Building,AZ,85281
Red Bluff Pavement Site,YUMA,RPMD,,14001322,CRN  Yuma Proving Ground AZ Yuma 27 ENE,Land,AZ,85364
Gila & Salt River Merid,YUMA,RPMD,,AZW04701,NWS RDA Yuma AZ Site,Land,AZ,85364
Safford Municipal Airpo,SAFFORD,RPMD,,AZW04501,NWS ASOS Safford AZ Site,Land,AZ,85546
Heliograph Peak,SOLOMON,RPMD,,AZW05101,NWR Solomon (Heliograph Peak) AZ KX124,Structure,AZ,85551
Bisbee-douglas Int'l Ai,DOUGLAS,RPMD,,AZW04901,NWS ASOS Douglas AZ Site,Land,AZ,85607
LAT 31.590/LONG -110.50873,ELGIN,RPMD,,14000183,CLIMATE REFERENCE NETWORK (CRN),Land,AZ,85611
"Lat. 31 33' 55.62"" N. Long 110 32' 46.62"" W.",ELGIN,RPMD,,14000997,OAR ESRL PSD SMM Elgin (Freeman Springs) AZ,Land,AZ,85611
"Lat 31  33' 23.76"", Long 110 32' 33.00"")",ELGIN,RPMD,,14000998,Black Oak Cemetery,Land,AZ,85611
"Lat. 31  33' 8.16"", Long. 110  32' 33.00""",ELGIN,RPMD,,14000999,Canelo Work Center,Land,AZ,85611
2114 North Washington Road,HUACHUCA CITY,RPMD,,14000995,OAR ESRL PSD MMS Huachuca City AZ,Land,AZ,85616
"31.721406, -110.188350",FAIRBANK,RPMD,,14001243,OAR ESRL PSD MMS Fairbank AZ Site,Land,AZ,85616
Summit Road,MOUNT LEMMON,RPMD,,14001414,NWR Mt Lemmon AZ WXL30,Structure,AZ,85619
"31.338208, -110.953506",NOGALES,RPMD,,14000481,NWR Nogales (Crawford Hill) AZ WNG703,Structure,AZ,85621
31 53.77 N -109 17.01 W,PORTAL,RPMD,,14001360,NWS PWS Coronado National Forest Portal AZ Site,Land,AZ,85632
Lat 34-06-4 N Long 109-34-29W,TOMBSTONE,RPMD,,14000792,NWR Green Peaks Tombstone AZ KXi23,Structure,AZ,85638
Tucson International Ai,TUCSON (TUC),RPMD,,AZW03101,NWS ASOS Tucson (Tuc) AZ Site,Land,AZ,85706
520 N Park Ave Suite 30,TUCSON,RPMD,,AZW05001,WFO Tucson AZ,Building,AZ,85721
3693 South Old Spanish Trail,TUCSON,RPMD,,AZW02001,NWS Saguaro Natl Park Rain Gauge Site Tucson AZ,Land,AZ,85730
LAT 32D 14.367 North/Long 111D 10.176W,TUCSON,RPMD,,14000428,CLIMATE REFERENCE NETWORK (CRN),Land,AZ,85743
Virginia Peak,SHOW LOW,RPMD,,NVW03501,Snowcat Garage Site,Land,NV,85901
Virginia Peak,SHOW LOW,RPMD,,NVW03502,NWS Snowcat Garage Access Show Low NV Site,Land,NV,85901
St Johns Industrial Air Park,ST JOHNS (SJN),RPMD,,AZW02401,NWS ASOS St Johns (Sjn) AZ Site,Land,AZ,85936
Arizona State Highway 8,VAIL,RPMD,,14000597,NWS RDA Right of Way Vail AZ Site,Land,AZ,86007
Arizona State Highway 8,VAIL (TUCSON),RPMD,,AZW04801,NWS RDA Vail (Tucson) AZ Site,Land,AZ,86007
Arizona State Highway 8,VAIL (TUCSON),RPMD,,AZW04802,NWS RDA Right Of Way (BLM) Vail AZ Site,Land,AZ,86007
1 Hughes Avenue,BELLEMONT,RPMD,,AZW03701,WFO Bellemont (Flagstaff) AZ Site,Land,AZ,86015
LAT 35D 45.303N LONG 112D 20.240W,GRAND CANYON,RPMD,,14001088,CLIMATE REFERENCE NETWORK (CRN),Land,AZ,86023
Grand Canyon National Park Airport,GRAND CANYON (BCN),RPMD,,AZW03501,NWS ASOS Grand Canyon (Bcn) AZ Site,Land,AZ,86023
"34.574546, -111.198337",HAPPY JACK,RPMD,,AZW03801,NWS RDA Happy Jack (Flagstaff) AZ Site,Land,AZ,86024
Page Municipal Airport,PAGE (PGA),RPMD,,AZW03301,NWS ASOS Page (Pga) AZ Site,Land,AZ,86040
Winslow-Lindbergh Regional Airport,WINSLOW (INW),RPMD,,AZW03201,NWS ASOS Winslow (Inw) AZ Site,Land,AZ,86047
Winslow Airport,WINSLOW,RPMD,,AZW04401,NWS ASOS ACU Bldg Space Winslow AZ,Structure,AZ,86047
Ernest A. Love Field,PRESCOTT,RPMD,,AZW04201,NWS ASOS Prescott AZ Site,Land,AZ,86301
"35.08107, -113.90455",KINGMAN,RPMD,,14001532,NWR Kingman (Hayden Peak) AZ KX183,Structure,AZ,86401
Kingman Airport,KINGMAN (IGM),RPMD,,AZW03401,NWS ASOS Kingman (Igm) AZ Site,Land,AZ,86401
Window Rock Airport,WINDOW ROCK (P34),RPMD,,AZW04601,NWS ASOS Window Rock (P34) AZ Site,Land,AZ,86515
Grants-Milan Municipal Airport,GRANTS,RPMD,,NMM02301,Asos Ground Space,Land,NM,87020
No Street,CLINES CORNERS,RPMD,,NMM02202,ASOS FAA Ground Space - HO,Land,NM,87070
1250 I-40 West Frontage Road,ALBUQUERQUE,RPMD,,14001327,NWR Albuquerque NM WXJ34,Structure,NM,87111
Box 1270,GALLUP,RPMD,,NMM01401,ASOS Site,Land,NM,87301
10346 NM 371,FARMINGTON,RPMD,,14001329,NWR Farmington NM Site for Generator,Land,NM,87401
10346 NM 371,FARMINGTON,RPMD,,14001330,NWR Farmington NM WXJ37,Structure,NM,87401
Box 909,SANTA FE,RPMD,,NMM01001,ASOS Site,Land,NM,87504
583 Forest Service Road 150 (Tesque Peak),SANTA FE,RPMD,,14001370,NWR Santa Fe NM WXJ33,Structure,NM,87506
301 Dinosaur Trail,SANTA FE,RPMD,,14001639,NOS NGS Office Santa Fe NM,Building,NM,87508
"35.85842, -106.5214",LOS ALAMOS,RPMD,,14000456,CRN Los Alamos NM,Land,NM,87544
Box 179,LAS VEGAS,RPMD,,NMM01101,ASOS Site,Land,NM,87701
Raton Municipal Airport,RATON,RPMD,,NMM02501,Asos Ground Space,Land,NM,87740
"LAT 34D 21.22N/LONG 106D 53.6W, Ele 4850ft",SOCORRO,RPMD,,14000216,CLIMATE REFERENCE NETWORK (CRN),Land,NM,87801
505 Sims St,TRUTH OR CONSEQUENCES,RPMD,,NMM01601,ASOS Site,Land,NM,87901
"LAT 32D 36.382, LONG 106D 44.453W",LAS CRUCES,RPMD,,14000727,CLIMATE REFERENCE NETWORK (CRN),Land,NM,88001
Box 1293,DEMING,RPMD,,NMM00901,ASOS Site - HO,Land,NM,88031
Jacks Peak,SILVER CITY,RPMD,,14001373,NWR Silver City NM WZ2516,Structure,NM,88038
43031 U.S. Highway 70,PORTALES,RPMD,,14001092,NWR Portales NM WXJ35,Structure,NM,88130
Box 5759,ROSWELL,RPMD,,NMM01701,ASOS Site,Land,NM,88202
405 S Halagueno,CARLSBAD,RPMD,,NMM00801,ASOS Site - HO,Land,NM,88220
Maljamar/15 Miles SE Mescalero Ridge,HOBBS,RPMD,,14001338,NWR Hobbs NM # WXJ37,Structure,NM,88240
"1288 Ski Run Road, Alto (Buck Mtn)",RUIDOSO,RPMD,,14001332,NWR Ruidoso NM WXJ38,Structure,NM,88312
"35.134278, -103.698722",TUCUMCARI,RPMD,,14001091,NWR Tucumcari NM WXJ35,Structure,NM,88401
Box 1188,TUCUMCARI,RPMD,,NMM01201,ASOS Site,Land,NM,88401
"1 Chestnut Street, Clayton Municipal Airport",CLAYTON,RPMD,,NMM00201,NWS Clayton NM ASOS ACU,Building,NM,88415
1 Chestnut Street,CLAYTON,RPMD,,NMM01501,ASOS Site,Land,NM,88415
74 Amistadad Road,DES MOINES,RPMD,,14001348,NWR Des Moines NM WXL90,Structure,NM,88418
"Building C-1, Red Mountain Communications Site",BOULDER CITY,RPMD,,14001494,NWR Boulder City (Red Mountain) NV WXL36,Structure,NV,89005
T26s R63e Section 12,BOULDER CITY,RPMD,,NVW01801,NWS RDA Boulder City NV Site,Land,NV,89005
114-44-35.8W 35-14-49.9N,LAUGHLIN,RPMD,,14000113,NWR Spirit Mountain Laughlin NV KQC45,Structure,NV,89029
"36 12 56N, 115 11 43W",NORTH LAS VEGAS,RPMD,,14001679,OAR OBS Platform North Las Vegas NV,Land,NV,89032
Tonopah Airport,TONOPAH (TPW),RPMD,,NVW02301,NWS ASOS Tonopah (TPW) NV Site,Land,NV,89049
Mc Carran International,LAS VEGAS,RPMD,,NVW02701,NWS ASOS Las Vegas NV Site,Land,NV,89119
"lat 35 degrees 58'02"" long 115 degrees 30'06""",LAS VEGAS,RPMD,,14000228,NWR Las Vegas (Mt. Potosi) NV WNG634,Structure,NV,89121
T22s R61e Mdm Section 8,LAS VEGAS,RPMD,,NVW01701,WFO Las Vegas NV Site,Land,NV,89139
"36 19 5.24N, 115 34 29.81W",LAS VEGAS,RPMD,,14001678,OAR Mobile Lab Angel Peak NV,Land,NV,89166
Desert Rock Airport,LAS VEGAS,RPMD,,NVW02501,NWS ASOS Las Vegas NV Site,Land,NV,89193
LAT 39D 0.692N/LONG 114D 13.019W,BAKER,RPMD,,14000425,CLIMATE REFERENCE NETWORK (CRN),Land,NV,89311
Ely Airport (yelland Field),ELY,RPMD,,NVW02801,NWS ASOS Ely NV Site,Land,NV,89315
Eureka Airport,EUREKA (P68),RPMD,,NVW03201,NWS ASOS Eureka (P68) NV Site,Land,NV,89316
"LAT N 41.84834/ LONG W 119.63570/ ELEV 6,501FT",DENIO,RPMD,,14000985,CLIMATE REFERENCE NETWORK (CRN),Land,NV,89404
Derby Field,LOVELOCK (LOL),RPMD,,NVW02601,NWS ASOS Lovelock (LOL) NV Site,Land,NV,89419
5330 Jays Road,WINNEMUCA,RPMD,,NVW01601,NWS ASOS Antenna Winnemucca NV Site,Land,NV,89445
5330 Jays Road,WINNEMUCA,RPMD,,NVW01602,NWS ASOS ACU Winnemuca NV,Building,NV,89445
Winnemucca Municipal Ai,WINNEMUCCA (WMC),RPMD,,NVW02201,NWS ASOS Sensor Group Winnemucca NV Site,Land,NV,89445
39.754153 -119.450278,RENO,RPMD,,NVW02001,NWS ROW Reno (Virginia Peak) NV Site,Land,NV,89501
Reno Cannon International,RENO,RPMD,,NVW02401,NWS ASOS Reno NV Site,Land,NV,89502
1 Slide Mountain Ski Bowl Hwy,RENO,RPMD,,14001288,NWR Slide Mountain Reno NV WXK58,Structure,NV,89511
1 Slide Mountain Ski Bowl Hwy,RENO,RPMD,,14001289,NWS/NWR Slide Mountain Reno #WXK-58 floor space,Structure,NV,89511
2350 Raggio Parkway,RENO,RPMD,,NVW02101,WFO Reno NV Site,Land,NV,89512
2350 Raggio Parkway,RENO,RPMD,,NVW02102,WFO Reno NV,Building,NV,89512
Sheep Creek Mountain,ELKO,RPMD,,NVW03001,NWS NEXRAD RDA Access MOU Elko NV Site,Land,NV,89801
Sheep Creek Mountain,ELKO,RPMD,,NVW03002,NWS RDA Access FMC Corporation Elko NV Site,Land,NV,89801
Sheep Creek Mountain,ELKO,RPMD,,NVW03003,NWS NEXRAD RDA Access Road (Terry Beyer) Elko NV,Land,NV,89801
Sheep Creek Mountain,ELKO,RPMD,,NVW03004,NWS NEXRAD RDA Access Road (Sierra Chem) Elko NV,Land,NV,89801
Sheep Creek Mountain,ELKO,RPMD,,NVW03005,NWS RDA Access BLM Right of Way Elko NV Site,Land,NV,89801
Sheep Creek Mountain,ELKO,RPMD,,NVW03006,NWS RDA Access Elko Ld & Lstock Co Elko NV Site,Land,NV,89801
Sheep Creek Mountain,ELKO,RPMD,,NVW03007,NWS RDA Access 26 Ranch Inc Elko NV Site,Land,NV,89801
3720 Paradise Drive,ELKO,RPMD,,NVW03008,WFO Elko NV,Building,NV,89801
Sheep Creek Mountain,ELKO,RPMD,,NVW03009,WFO Elko NV Site,Land,NV,89801
"40.922222, -115.848889",ELKO,RPMD,,NVW03701,NWR Elko NV WXL28,Structure,NV,89802
"Lat 41deg 47' 7.4"" Long 114 deg 50' 25.3""W",JACKPOT,RPMD,,14000601,NWS Ellen D. Mtn Jackpot NV WNG700,Structure,NV,89825
Los Angeles Internation,LOS ANGELES (LAX),RPMD,,CAW16801,NWS ASOS Los Angeles (Lax) CA Site,Land,CA,90009
University of Southern,LOS ANGELES,RPMD,,CAW23401,NWS ASOS Los Angeles CA Site,Land,CA,90089
Saddle Peak,MALIBU,RPMD,,CAW03201,NWR Malibu CA WZ2505,Structure,CA,90265
Lat 33D 20 M 36S North Long 118D 19M 20S West,AVALON,RPMD,,14000172,NWS Avalon (Buena Vista Pt) CA Site,Land,CA,90704
Long Beach-daugherty Field,LAKEWOOD,RPMD,,CAW17001,NWS ASOS Lakewood CA Site,Land,CA,90712
